system:index,Blue,Elevation,Green,NDBI,NDVI,NIR,NightLights,Population,Red,SWIR,Urban,.geo
886,0.04532749999999999,14,0.040212499999999984,-0.3795501,-0.28965354,0.12004500000000001,0.0,1.453672,0.217945,0.05398999999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.821028976766591,6.5165138182956275]}"
887,0.13500500000000001,8,0.13693,-0.23418318,-0.07422588,0.23109,0.0,3.3804262,0.26814625000000003,0.1433925,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.182960204738346,6.397666706206615]}"
888,0.07086125000000001,17,0.0702975,-0.37009186,-0.22896157,0.19653625000000002,0.0,0.41064674,0.31326,0.09035875000000002,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.818873020084704,6.5706822299280345]}"
889,0.06424750000000001,7,0.053549999999999986,-0.37601104,-0.30020103,0.16926999999999998,10.0,2.9758425,0.31449750000000004,0.07676,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.992602621751568,6.446445226134305]}"
890,0.0827,10,0.07785999999999998,-0.37052032,-0.21747407,0.16544750000000003,41.0,11.380915,0.2574075,0.07599,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.242693596850443,6.479323565533079]}"
891,0.03771000000000001,17,0.03764124999999999,-0.41979095,-0.31814456,0.09517125000000001,12.0,2.1236303,0.1839825,0.03889250000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.651516882653237,6.673359666902896]}"
892,0.05800499999999997,13,0.0441725,-0.38321415,-0.35305426,0.10516750000000002,0.0,1.0111428,0.2199525,0.04689499999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.84582247860829,6.63212699536181]}"
893,0.07021499999999997,5,0.061195,-0.37288135,-0.25717404,0.15997499999999998,0.0,2.4499266,0.270745,0.073075,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.041206052904286,6.431623023946333]}"
894,0.08248,1,0.09970875000000001,-0.25799322,-0.056454748,0.2063675,6.0,3.0907154,0.2310625,0.12172249999999998,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[2.806651357938827,6.449948655742371]}"
895,0.06360125,5,0.052298750000000005,-0.39768752,-0.34518984,0.14060125,9.0,10.431889,0.28884,0.060590000000000005,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.133548289829921,6.41680082175836]}"
896,0.0695,10,0.06823499999999999,-0.36727232,-0.24225076,0.17900500000000003,0.0,1.1186198,0.29346,0.08283750000000001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.9272098433495186,6.553165081887704]}"
897,0.0897125,5,0.08682500000000001,-0.25710452,-0.1855462,0.1404775,27.0,24.770996,0.20448375,0.08301624999999999,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.4388856549021467,6.621616706537611]}"
898,0.07277250000000002,5,0.06394499999999997,-0.36971506,-0.20950478,0.168665,29.0,24.922592,0.2580675,0.07761249999999997,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.431878795686014,6.621616706537611]}"
899,0.066805,17,0.062212500000000004,-0.3488641,-0.2803977,0.1574175,0.0,3.4169288,0.280095,0.07599,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.774136918935552,6.438360388577229]}"
900,0.205515,5,0.23550375,-0.09120386,-0.027604785,0.31676624999999997,16.0,6.297999,0.33475125000000006,0.263815,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.6625661606479074,6.482288005970673]}"
